1773577570.659209 server started (43165): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1773577570.659259 on Linux 6.19.7-200.fc43.x86_64 #1 SMP PREEMPT_DYNAMIC Thu Mar 12 15:50:03 UTC 2026
1773577570.659295 using libevent 2.1.12-stable poll
1773577570.659313 using ncurses 6.5 20250614
1773577587.234950 peer 0x5650cf0e94b0 message 112
1773577587.234961 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf36=\033[24;5~
1773577587.234970 peer 0x5650cf0e94b0 message 112
1773577587.234980 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf37=\033[1;6P
1773577587.234991 peer 0x5650cf0e94b0 message 112
1773577587.235000 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf38=\033[1;6Q
1773577587.235010 peer 0x5650cf0e94b0 message 112
1773577587.235021 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf39=\033[1;6R
1773577587.235031 peer 0x5650cf0e94b0 message 112
1773577587.235041 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf4=\033OS
1773577587.235051 peer 0x5650cf0e94b0 message 112
1773577587.235061 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf40=\033[1;6S
1773577587.235071 peer 0x5650cf0e94b0 message 112
1773577587.235081 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf41=\033[15;6~
1773577587.235091 peer 0x5650cf0e94b0 message 112
1773577587.235101 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf42=\033[17;6~
1773577587.235123 peer 0x5650cf0e94b0 message 112
1773577587.235157 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf43=\033[18;6~
1773577587.235170 peer 0x5650cf0e94b0 message 112
1773577587.235180 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf44=\033[19;6~
1773577587.235190 peer 0x5650cf0e94b0 message 112
1773577587.235200 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf45=\033[20;6~
1773577587.235210 peer 0x5650cf0e94b0 message 112
1773577587.235221 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf46=\033[21;6~
1773577587.235231 peer 0x5650cf0e94b0 message 112
1773577587.235241 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf47=\033[23;6~
1773577587.235252 peer 0x5650cf0e94b0 message 112
1773577587.235263 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf48=\033[24;6~
1773577587.235273 peer 0x5650cf0e94b0 message 112
1773577587.235283 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf49=\033[1;3P
1773577587.235293 peer 0x5650cf0e94b0 message 112
1773577587.235303 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf5=\033[15~
1773577587.235314 peer 0x5650cf0e94b0 message 112
1773577587.235324 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf50=\033[1;3Q
1773577587.235334 peer 0x5650cf0e94b0 message 112
1773577587.235345 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf51=\033[1;3R
1773577587.235355 peer 0x5650cf0e94b0 message 112
1773577587.235364 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf52=\033[1;3S
1773577587.235374 peer 0x5650cf0e94b0 message 112
1773577587.235385 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf53=\033[15;3~
1773577587.235395 peer 0x5650cf0e94b0 message 112
1773577587.235406 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf54=\033[17;3~
1773577587.235416 peer 0x5650cf0e94b0 message 112
1773577587.235426 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf55=\033[18;3~
1773577587.235436 peer 0x5650cf0e94b0 message 112
1773577587.235446 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf56=\033[19;3~
1773577587.235456 peer 0x5650cf0e94b0 message 112
1773577587.235466 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf57=\033[20;3~
1773577587.235476 peer 0x5650cf0e94b0 message 112
1773577587.235486 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf58=\033[21;3~
1773577587.235497 peer 0x5650cf0e94b0 message 112
1773577587.235507 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf59=\033[23;3~
1773577587.235517 peer 0x5650cf0e94b0 message 112
1773577587.235527 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf6=\033[17~
1773577587.235537 peer 0x5650cf0e94b0 message 112
1773577587.235546 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf60=\033[24;3~
1773577587.235557 peer 0x5650cf0e94b0 message 112
1773577587.235567 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf61=\033[1;4P
1773577587.235576 peer 0x5650cf0e94b0 message 112
1773577587.235597 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf62=\033[1;4Q
1773577587.235607 peer 0x5650cf0e94b0 message 112
1773577587.235617 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf63=\033[1;4R
1773577587.235627 peer 0x5650cf0e94b0 message 112
1773577587.235637 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf7=\033[18~
1773577587.235647 peer 0x5650cf0e94b0 message 112
1773577587.235658 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf8=\033[19~
1773577587.235668 peer 0x5650cf0e94b0 message 112
1773577587.235679 client 0x5650cf0fd560 IDENTIFY_TERMINFO kf9=\033[20~
1773577587.235689 peer 0x5650cf0e94b0 message 112
1773577587.235699 client 0x5650cf0fd560 IDENTIFY_TERMINFO kHOM=\033[1;2H
1773577587.235708 peer 0x5650cf0e94b0 message 112
1773577587.235719 client 0x5650cf0fd560 IDENTIFY_TERMINFO kHOM3=\033[1;3H
1773577587.235729 peer 0x5650cf0e94b0 message 112
1773577587.235739 client 0x5650cf0fd560 IDENTIFY_TERMINFO kHOM4=\033[1;4H
1773577587.235748 peer 0x5650cf0e94b0 message 112
1773577587.235758 client 0x5650cf0fd560 IDENTIFY_TERMINFO kHOM5=\033[1;5H
1773577587.235769 peer 0x5650cf0e94b0 message 112
1773577587.235779 client 0x5650cf0fd560 IDENTIFY_TERMINFO kHOM6=\033[1;6H
1773577587.235789 peer 0x5650cf0e94b0 message 112
1773577587.235799 client 0x5650cf0fd560 IDENTIFY_TERMINFO kHOM7=\033[1;7H
1773577587.235809 peer 0x5650cf0e94b0 message 112
1773577587.235818 client 0x5650cf0fd560 IDENTIFY_TERMINFO khome=\033[1~
1773577587.235828 peer 0x5650cf0e94b0 message 112
1773577587.235838 client 0x5650cf0fd560 IDENTIFY_TERMINFO kIC=\033[2;2~
1773577587.235854 peer 0x5650cf0e94b0 message 112
1773577587.235867 client 0x5650cf0fd560 IDENTIFY_TERMINFO kIC3=\033[2;3~
1773577587.235877 peer 0x5650cf0e94b0 message 112
1773577587.235887 client 0x5650cf0fd560 IDENTIFY_TERMINFO kIC4=\033[2;4~
1773577587.235897 peer 0x5650cf0e94b0 message 112
1773577587.235907 client 0x5650cf0fd560 IDENTIFY_TERMINFO kIC5=\033[2;5~
1773577587.235917 peer 0x5650cf0e94b0 message 112
1773577587.235927 client 0x5650cf0fd560 IDENTIFY_TERMINFO kIC6=\033[2;6~
1773577587.235936 peer 0x5650cf0e94b0 message 112
1773577587.235947 client 0x5650cf0fd560 IDENTIFY_TERMINFO kIC7=\033[2;7~
1773577587.235957 peer 0x5650cf0e94b0 message 112
1773577587.235967 client 0x5650cf0fd560 IDENTIFY_TERMINFO kich1=\033[2~
1773577587.235977 peer 0x5650cf0e94b0 message 112
1773577587.235987 client 0x5650cf0fd560 IDENTIFY_TERMINFO kind=\033[1;2B
1773577587.235997 peer 0x5650cf0e94b0 message 112
1773577587.236007 client 0x5650cf0fd560 IDENTIFY_TERMINFO kLFT=\033[1;2D
1773577587.236017 peer 0x5650cf0e94b0 message 112
1773577587.236026 client 0x5650cf0fd560 IDENTIFY_TERMINFO kLFT3=\033[1;3D
1773577587.236037 peer 0x5650cf0e94b0 message 112
1773577587.236047 client 0x5650cf0fd560 IDENTIFY_TERMINFO kLFT4=\033[1;4D
1773577587.236057 peer 0x5650cf0e94b0 message 112
1773577587.236067 client 0x5650cf0fd560 IDENTIFY_TERMINFO kLFT5=\033[1;5D
1773577587.236077 peer 0x5650cf0e94b0 message 112
1773577587.236087 client 0x5650cf0fd560 IDENTIFY_TERMINFO kLFT6=\033[1;6D
1773577587.236097 peer 0x5650cf0e94b0 message 112
1773577587.236117 client 0x5650cf0fd560 IDENTIFY_TERMINFO kLFT7=\033[1;7D
1773577587.236127 peer 0x5650cf0e94b0 message 112
1773577587.236136 client 0x5650cf0fd560 IDENTIFY_TERMINFO kmous=\033[M
1773577587.236146 peer 0x5650cf0e94b0 message 112
1773577587.236157 client 0x5650cf0fd560 IDENTIFY_TERMINFO knp=\033[6~
1773577587.236167 peer 0x5650cf0e94b0 message 112
1773577587.236177 client 0x5650cf0fd560 IDENTIFY_TERMINFO kNXT=\033[6;2~
1773577587.236187 peer 0x5650cf0e94b0 message 112
1773577587.236197 client 0x5650cf0fd560 IDENTIFY_TERMINFO kNXT3=\033[6;3~
1773577587.236207 peer 0x5650cf0e94b0 message 112
1773577587.236217 client 0x5650cf0fd560 IDENTIFY_TERMINFO kNXT4=\033[6;4~
1773577587.236228 peer 0x5650cf0e94b0 message 112
1773577587.236238 client 0x5650cf0fd560 IDENTIFY_TERMINFO kNXT5=\033[6;5~
1773577587.236249 peer 0x5650cf0e94b0 message 112
1773577587.236259 client 0x5650cf0fd560 IDENTIFY_TERMINFO kNXT6=\033[6;6~
1773577587.236268 peer 0x5650cf0e94b0 message 112
1773577587.236278 client 0x5650cf0fd560 IDENTIFY_TERMINFO kNXT7=\033[6;7~
1773577587.236288 peer 0x5650cf0e94b0 message 112
1773577587.236298 client 0x5650cf0fd560 IDENTIFY_TERMINFO kpp=\033[5~
1773577587.236308 peer 0x5650cf0e94b0 message 112
1773577587.236318 client 0x5650cf0fd560 IDENTIFY_TERMINFO kPRV=\033[5;2~
1773577587.236328 peer 0x5650cf0e94b0 message 112
1773577587.236339 client 0x5650cf0fd560 IDENTIFY_TERMINFO kPRV3=\033[5;3~
1773577587.236349 peer 0x5650cf0e94b0 message 112
1773577587.236359 client 0x5650cf0fd560 IDENTIFY_TERMINFO kPRV4=\033[5;4~
1773577587.236369 peer 0x5650cf0e94b0 message 112
1773577587.236379 client 0x5650cf0fd560 IDENTIFY_TERMINFO kPRV5=\033[5;5~
1773577587.236389 peer 0x5650cf0e94b0 message 112
1773577587.236398 client 0x5650cf0fd560 IDENTIFY_TERMINFO kPRV6=\033[5;6~
1773577587.236408 peer 0x5650cf0e94b0 message 112
1773577587.236418 client 0x5650cf0fd560 IDENTIFY_TERMINFO kPRV7=\033[5;7~
1773577587.236429 peer 0x5650cf0e94b0 message 112
1773577587.236439 client 0x5650cf0fd560 IDENTIFY_TERMINFO kri=\033[1;2A
1773577587.236449 peer 0x5650cf0e94b0 message 112
1773577587.236459 client 0x5650cf0fd560 IDENTIFY_TERMINFO kRIT=\033[1;2C
1773577587.236468 peer 0x5650cf0e94b0 message 112
1773577587.236478 client 0x5650cf0fd560 IDENTIFY_TERMINFO kRIT3=\033[1;3C
1773577587.236488 peer 0x5650cf0e94b0 message 112
1773577587.236498 client 0x5650cf0fd560 IDENTIFY_TERMINFO kRIT4=\033[1;4C
1773577587.236508 peer 0x5650cf0e94b0 message 112
1773577587.236519 client 0x5650cf0fd560 IDENTIFY_TERMINFO kRIT5=\033[1;5C
1773577587.236535 peer 0x5650cf0e94b0 message 112
1773577587.236547 client 0x5650cf0fd560 IDENTIFY_TERMINFO kRIT6=\033[1;6C
1773577587.236557 peer 0x5650cf0e94b0 message 112
1773577587.236567 client 0x5650cf0fd560 IDENTIFY_TERMINFO kRIT7=\033[1;7C
1773577587.236577 peer 0x5650cf0e94b0 message 112
1773577587.236587 client 0x5650cf0fd560 IDENTIFY_TERMINFO kUP=\033[1;2A
1773577587.236597 peer 0x5650cf0e94b0 message 112
1773577587.236608 client 0x5650cf0fd560 IDENTIFY_TERMINFO kUP3=\033[1;3A
1773577587.236618 peer 0x5650cf0e94b0 message 112
1773577587.236627 client 0x5650cf0fd560 IDENTIFY_TERMINFO kUP4=\033[1;4A
1773577587.236637 peer 0x5650cf0e94b0 message 112
1773577587.236647 client 0x5650cf0fd560 IDENTIFY_TERMINFO kUP5=\033[1;5A
1773577587.236657 peer 0x5650cf0e94b0 message 112
1773577587.236667 client 0x5650cf0fd560 IDENTIFY_TERMINFO kUP6=\033[1;6A
1773577587.236677 peer 0x5650cf0e94b0 message 112
1773577587.236686 client 0x5650cf0fd560 IDENTIFY_TERMINFO kUP7=\033[1;7A
1773577587.236697 peer 0x5650cf0e94b0 message 112
1773577587.236707 client 0x5650cf0fd560 IDENTIFY_TERMINFO Ms=\033]52;%p1%s;%p2%s\a
1773577587.236717 peer 0x5650cf0e94b0 message 112
1773577587.236727 client 0x5650cf0fd560 IDENTIFY_TERMINFO op=\033[39;49m
1773577587.236737 peer 0x5650cf0e94b0 message 112
1773577587.236747 client 0x5650cf0fd560 IDENTIFY_TERMINFO rev=\033[7m
1773577587.236757 peer 0x5650cf0e94b0 message 112
1773577587.236767 client 0x5650cf0fd560 IDENTIFY_TERMINFO ri=\033M
1773577587.236777 peer 0x5650cf0e94b0 message 112
1773577587.236788 client 0x5650cf0fd560 IDENTIFY_TERMINFO rin=\033[%p1%dT
1773577587.236798 peer 0x5650cf0e94b0 message 112
1773577587.236808 client 0x5650cf0fd560 IDENTIFY_TERMINFO rmacs=\017
1773577587.236818 peer 0x5650cf0e94b0 message 112
1773577587.236828 client 0x5650cf0fd560 IDENTIFY_TERMINFO rmcup=\033[?1049l
1773577587.236837 peer 0x5650cf0e94b0 message 112
1773577587.236848 client 0x5650cf0fd560 IDENTIFY_TERMINFO rmkx=\033[?1l\033>
1773577587.236858 peer 0x5650cf0e94b0 message 112
1773577587.236867 client 0x5650cf0fd560 IDENTIFY_TERMINFO Se=\033[2 q
1773577587.236879 peer 0x5650cf0e94b0 message 112
1773577587.236889 client 0x5650cf0fd560 IDENTIFY_TERMINFO setab=\033[%?%p1%{8}%<%t4%p1%d%e%p1%{16}%<%t10%p1%{8}%-%d%e48;5;%p1%d%;m
1773577587.236900 peer 0x5650cf0e94b0 message 112
1773577587.236909 client 0x5650cf0fd560 IDENTIFY_TERMINFO setaf=\033[%?%p1%{8}%<%t3%p1%d%e%p1%{16}%<%t9%p1%{8}%-%d%e38;5;%p1%d%;m
1773577587.236920 peer 0x5650cf0e94b0 message 112
1773577587.236930 client 0x5650cf0fd560 IDENTIFY_TERMINFO sgr0=\033[m\017
1773577587.236940 peer 0x5650cf0e94b0 message 112
1773577587.236951 client 0x5650cf0fd560 IDENTIFY_TERMINFO sitm=\033[3m
1773577587.236961 peer 0x5650cf0e94b0 message 112
1773577587.236973 client 0x5650cf0fd560 IDENTIFY_TERMINFO smacs=\016
1773577587.236983 peer 0x5650cf0e94b0 message 112
1773577587.236993 client 0x5650cf0fd560 IDENTIFY_TERMINFO smcup=\033[?1049h
1773577587.237003 peer 0x5650cf0e94b0 message 112
1773577587.237013 client 0x5650cf0fd560 IDENTIFY_TERMINFO smkx=\033[?1h\033=
1773577587.237023 peer 0x5650cf0e94b0 message 112
1773577587.237033 client 0x5650cf0fd560 IDENTIFY_TERMINFO smso=\033[7m
1773577587.237042 peer 0x5650cf0e94b0 message 112
1773577587.237052 client 0x5650cf0fd560 IDENTIFY_TERMINFO smul=\033[4m
1773577587.237063 peer 0x5650cf0e94b0 message 112
1773577587.237073 client 0x5650cf0fd560 IDENTIFY_TERMINFO Smulx=\033[4:%p1%dm
1773577587.237083 peer 0x5650cf0e94b0 message 112
1773577587.237093 client 0x5650cf0fd560 IDENTIFY_TERMINFO smxx=\033[9m
1773577587.237103 peer 0x5650cf0e94b0 message 112
1773577587.237124 client 0x5650cf0fd560 IDENTIFY_TERMINFO Ss=\033[%p1%d q
1773577587.237134 peer 0x5650cf0e94b0 message 112
1773577587.237144 client 0x5650cf0fd560 IDENTIFY_TERMINFO tsl=\033]0;
1773577587.237153 peer 0x5650cf0e94b0 message 112
1773577587.237165 client 0x5650cf0fd560 IDENTIFY_TERMINFO U8=1
1773577587.237175 peer 0x5650cf0e94b0 message 112
1773577587.237185 client 0x5650cf0fd560 IDENTIFY_TERMINFO vpa=\033[%i%p1%dd
1773577587.237196 peer 0x5650cf0e94b0 message 104
1773577587.237212 client 0x5650cf0fd560 IDENTIFY_STDIN 11
1773577587.237227 cmdq_next <global>: empty
1773577587.237239 cmdq_next </dev/pts/1>: empty
1773577587.237251 server_client_reset_state: client /dev/pts/1 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1773577587.237262 server_client_reset_state: cursor to 21,3
1773577587.237278 server_client_check_pane_buffer: pane %0 is on
1773577587.237290 @0 active pane changed
1773577587.237302 @0 name timer already queued (196995 left)
1773577587.237375 peer 0x5650cf0e94b0 message 110
1773577587.237389 client 0x5650cf0fd560 IDENTIFY_STDOUT 12
1773577587.237399 peer 0x5650cf0e94b0 message 107
1773577587.237409 client 0x5650cf0fd560 IDENTIFY_CLIENTPID 43233
1773577587.237419 peer 0x5650cf0e94b0 message 105
1773577587.237430 client 0x5650cf0fd560 IDENTIFY_ENVIRON LC_PAPER=en_GB.UTF-8
1773577587.237441 peer 0x5650cf0e94b0 message 105
1773577587.237451 client 0x5650cf0fd560 IDENTIFY_ENVIRON XDG_SESSION_ID=2
1773577587.237461 peer 0x5650cf0e94b0 message 105
1773577587.237472 client 0x5650cf0fd560 IDENTIFY_ENVIRON GDK_CORE_DEVICE_EVENTS=1
1773577587.237481 peer 0x5650cf0e94b0 message 105
1773577587.237492 client 0x5650cf0fd560 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/run/user/1000/ssh-agent.socket
1773577587.237502 peer 0x5650cf0e94b0 message 105
1773577587.237513 client 0x5650cf0fd560 IDENTIFY_ENVIRON KONSOLE_DBUS_WINDOW=/Windows/1
1773577587.237523 peer 0x5650cf0e94b0 message 105
1773577587.237534 client 0x5650cf0fd560 IDENTIFY_ENVIRON LC_ADDRESS=en_GB.UTF-8
1773577587.237544 peer 0x5650cf0e94b0 message 105
1773577587.237555 client 0x5650cf0fd560 IDENTIFY_ENVIRON XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session1
1773577587.237565 peer 0x5650cf0e94b0 message 105
1773577587.237576 client 0x5650cf0fd560 IDENTIFY_ENVIRON HISTCONTROL=ignoredups
1773577587.237585 peer 0x5650cf0e94b0 message 105
1773577587.237598 client 0x5650cf0fd560 IDENTIFY_ENVIRON MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/session.slice/plasma-kwin_wayland.service/memory.pressure
1773577587.237608 peer 0x5650cf0e94b0 message 105
1773577587.237618 client 0x5650cf0fd560 IDENTIFY_ENVIRON DESKTOP_SESSION=plasma
1773577587.237629 peer 0x5650cf0e94b0 message 105
1773577587.237640 client 0x5650cf0fd560 IDENTIFY_ENVIRON XAUTHORITY=/run/user/1000/xauth_fNEWcx
1773577587.237650 peer 0x5650cf0e94b0 message 105
1773577587.237661 client 0x5650cf0fd560 IDENTIFY_ENVIRON ICEAUTHORITY=/run/user/1000/iceauth_CKqyRT
1773577587.237671 peer 0x5650cf0e94b0 message 105
1773577587.237682 client 0x5650cf0fd560 IDENTIFY_ENVIRON SHLVL=2
1773577587.237691 peer 0x5650cf0e94b0 message 105
1773577587.237702 client 0x5650cf0fd560 IDENTIFY_ENVIRON KDE_FULL_SESSION=true
1773577587.237713 peer 0x5650cf0e94b0 message 105
1773577587.237724 client 0x5650cf0fd560 IDENTIFY_ENVIRON GTK2_RC_FILES=/home/fastoch/.gtkrc-2.0-kde4
1773577587.237734 peer 0x5650cf0e94b0 message 105
1773577587.237746 client 0x5650cf0fd560 IDENTIFY_ENVIRON XDG_DATA_DIRS=/home/fastoch/.local/share/flatpak/exports/share:/var/lib/flatpak/exports/share:/usr/local/share:/usr/share
1773577587.237756 peer 0x5650cf0e94b0 message 105
1773577587.237767 client 0x5650cf0fd560 IDENTIFY_ENVIRON TMUX_PANE=%0
1773577587.237777 peer 0x5650cf0e94b0 message 105
1773577587.237788 client 0x5650cf0fd560 IDENTIFY_ENVIRON PATH=/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin
1773577587.237798 peer 0x5650cf0e94b0 message 105
1773577587.237810 client 0x5650cf0fd560 IDENTIFY_ENVIRON SESSION_MANAGER=local/unix:@/tmp/.ICE-unix/5577,unix/unix:/tmp/.ICE-unix/5577
1773577587.237820 peer 0x5650cf0e94b0 message 105
1773577587.237831 client 0x5650cf0fd560 IDENTIFY_ENVIRON TMUX=/tmp/tmux-1000/default,43165,0
1773577587.237841 peer 0x5650cf0e94b0 message 105
1773577587.237851 client 0x5650cf0fd560 IDENTIFY_ENVIRON KGLOBALACCELD_PLATFORM=org.kde.kwin
1773577587.237861 peer 0x5650cf0e94b0 message 105
1773577587.237872 client 0x5650cf0fd560 IDENTIFY_ENVIRON LANGUAGE=en_GB
1773577587.237882 peer 0x5650cf0e94b0 message 105
1773577587.237892 client 0x5650cf0fd560 IDENTIFY_ENVIRON XDG_SEAT=seat0
1773577587.237911 peer 0x5650cf0e94b0 message 105
1773577587.237925 client 0x5650cf0fd560 IDENTIFY_ENVIRON GPG_TTY=/dev/tty2
1773577587.237935 peer 0x5650cf0e94b0 message 105
1773577587.237946 client 0x5650cf0fd560 IDENTIFY_ENVIRON JOURNAL_STREAM=9:41395
1773577587.237956 peer 0x5650cf0e94b0 message 105
1773577587.237966 client 0x5650cf0fd560 IDENTIFY_ENVIRON MANAGERPID=5061
1773577587.237976 peer 0x5650cf0e94b0 message 105
1773577587.237994 client 0x5650cf0fd560 IDENTIFY_ENVIRON HOSTNAME=ThinkPad-E16-Gen2
1773577587.238004 peer 0x5650cf0e94b0 message 105
1773577587.238014 client 0x5650cf0fd560 IDENTIFY_ENVIRON XDG_CURRENT_DESKTOP=KDE
1773577587.238024 peer 0x5650cf0e94b0 message 105
1773577587.238036 client 0x5650cf0fd560 IDENTIFY_ENVIRON GTK_RC_FILES=/etc/gtk/gtkrc:/home/fastoch/.gtkrc:/home/fastoch/.config/gtkrc
1773577587.238046 peer 0x5650cf0e94b0 message 105
1773577587.238056 client 0x5650cf0fd560 IDENTIFY_ENVIRON XDG_SESSION_TYPE=wayland
1773577587.238066 peer 0x5650cf0e94b0 message 105
1773577587.238078 client 0x5650cf0fd560 IDENTIFY_ENVIRON LC_NAME=en_GB.UTF-8
1773577587.238088 peer 0x5650cf0e94b0 message 105
1773577587.238099 client 0x5650cf0fd560 IDENTIFY_ENVIRON LC_NUMERIC=en_GB.UTF-8
1773577587.238121 peer 0x5650cf0e94b0 message 105
1773577587.238131 client 0x5650cf0fd560 IDENTIFY_ENVIRON TERM=tmux-256color
1773577587.238141 peer 0x5650cf0e94b0 message 105
1773577587.238153 client 0x5650cf0fd560 IDENTIFY_ENVIRON PWD=/home/fastoch/DevOps/TWN_DevOps_Bootcamp/shell_scripting/exercises/6-start-Node-app
1773577587.238163 peer 0x5650cf0e94b0 message 105
1773577587.238176 client 0x5650cf0fd560 IDENTIFY_ENVIRON SYSTEMD_EXEC_PID=5386
1773577587.238187 peer 0x5650cf0e94b0 message 105
1773577587.238211 client 0x5650cf0fd560 IDENTIFY_ENVIRON XMODIFIERS=@im=none
1773577587.238221 peer 0x5650cf0e94b0 message 105
1773577587.238232 client 0x5650cf0fd560 IDENTIFY_ENVIRON XKB_DEFAULT_LAYOUT=fr
1773577587.238242 peer 0x5650cf0e94b0 message 105
1773577587.238252 client 0x5650cf0fd560 IDENTIFY_ENVIRON WAYLAND_DISPLAY=wayland-0
1773577587.238262 peer 0x5650cf0e94b0 message 105
1773577587.238273 client 0x5650cf0fd560 IDENTIFY_ENVIRON HISTSIZE=1000
1773577587.238283 peer 0x5650cf0e94b0 message 105
1773577587.238295 client 0x5650cf0fd560 IDENTIFY_ENVIRON DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus
1773577587.238305 peer 0x5650cf0e94b0 message 105
1773577587.238315 client 0x5650cf0fd560 IDENTIFY_ENVIRON MAIL=/var/spool/mail/fastoch
1773577587.238325 peer 0x5650cf0e94b0 message 105
1773577587.238335 client 0x5650cf0fd560 IDENTIFY_ENVIRON KONSOLE_DBUS_SESSION=/Sessions/1
1773577587.238346 peer 0x5650cf0e94b0 message 105
1773577587.238357 client 0x5650cf0fd560 IDENTIFY_ENVIRON DEBUGINFOD_URLS=ima:enforcing https://debuginfod.fedoraproject.org/ ima:ignore 
1773577587.238368 peer 0x5650cf0e94b0 message 105
1773577587.238382 client 0x5650cf0fd560 IDENTIFY_ENVIRON MANAGERPIDFDID=5062
1773577587.238395 peer 0x5650cf0e94b0 message 105
1773577587.238405 client 0x5650cf0fd560 IDENTIFY_ENVIRON MOZ_GMP_PATH=/usr/lib64/mozilla/plugins/gmp-gmpopenh264/system-installed
1773577587.238415 peer 0x5650cf0e94b0 message 105
1773577587.238426 client 0x5650cf0fd560 IDENTIFY_ENVIRON HOME=/home/fastoch
1773577587.238436 peer 0x5650cf0e94b0 message 105
1773577587.238449 client 0x5650cf0fd560 IDENTIFY_ENVIRON LANG=en_GB.UTF-8
1773577587.238459 peer 0x5650cf0e94b0 message 105
1773577587.238470 client 0x5650cf0fd560 IDENTIFY_ENVIRON MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA=
1773577587.238481 peer 0x5650cf0e94b0 message 105
1773577587.238492 client 0x5650cf0fd560 IDENTIFY_ENVIRON DISPLAY=:0
1773577587.238501 peer 0x5650cf0e94b0 message 105
1773577587.238513 client 0x5650cf0fd560 IDENTIFY_ENVIRON POSH_SESSION_ID=1546e870-db1b-42e5-8225-ef4c1430d5b3
1773577587.238523 peer 0x5650cf0e94b0 message 105
1773577587.238533 client 0x5650cf0fd560 IDENTIFY_ENVIRON XDG_CONFIG_DIRS=/home/fastoch/.config/kdedefaults:/etc/xdg:/usr/share/kde-settings/kde-profile/default/xdg
1773577587.238544 peer 0x5650cf0e94b0 message 105
1773577587.238554 client 0x5650cf0fd560 IDENTIFY_ENVIRON LESSOPEN=||/usr/bin/lesspipe.sh %s
1773577587.238571 peer 0x5650cf0e94b0 message 105
1773577587.238594 client 0x5650cf0fd560 IDENTIFY_ENVIRON POWERLINE_COMMAND=oh-my-posh
1773577587.238604 peer 0x5650cf0e94b0 message 105
1773577587.238614 client 0x5650cf0fd560 IDENTIFY_ENVIRON TERM_PROGRAM=tmux
1773577587.238624 peer 0x5650cf0e94b0 message 105
1773577587.238635 client 0x5650cf0fd560 IDENTIFY_ENVIRON QT_WAYLAND_RECONNECT=1
1773577587.238645 peer 0x5650cf0e94b0 message 105
1773577587.238655 client 0x5650cf0fd560 IDENTIFY_ENVIRON SSH_ASKPASS=/usr/bin/ksshaskpass
1773577587.238667 peer 0x5650cf0e94b0 message 105
1773577587.238679 client 0x5650cf0fd560 IDENTIFY_ENVIRON POSH_SHELL_VERSION=4.2.0
1773577587.238688 peer 0x5650cf0e94b0 message 105
1773577587.238699 client 0x5650cf0fd560 IDENTIFY_ENVIRON COLORTERM=truecolor
1773577587.238709 peer 0x5650cf0e94b0 message 105
1773577587.238720 client 0x5650cf0fd560 IDENTIFY_ENVIRON TERM_PROGRAM_VERSION=3.5a
1773577587.238730 peer 0x5650cf0e94b0 message 105
1773577587.238740 client 0x5650cf0fd560 IDENTIFY_ENVIRON XDG_MENU_PREFIX=plasma-
1773577587.238750 peer 0x5650cf0e94b0 message 105
1773577587.238761 client 0x5650cf0fd560 IDENTIFY_ENVIRON XDG_SESSION_DESKTOP=KDE
1773577587.238771 peer 0x5650cf0e94b0 message 105
